cart_id,user_id,product_id,quantity,cart_date
162,102,216,2,2023-08-09 00:58:25
163,223,85,5,2022-06-14 04:07:36
164,139,285,4,2022-12-30 04:25:25
165,195,177,5,2022-01-29 13:40:45
166,114,203,4,2022-12-08 20:00:23
167,227,74,2,2023-08-21 16:33:32
168,150,58,5,2021-02-10 22:28:52
169,290,34,2,2022-06-09 11:35:07
170,149,299,5,2022-01-04 19:34:45
171,41,197,1,2023-10-20 10:42:39
172,72,79,1,2022-06-02 07:35:16
173,420,223,1,2021-04-03 03:58:59
174,16,232,1,2023-03-14 11:06:57
175,117,281,3,2022-03-13 16:45:10
176,496,272,1,2022-11-19 22:38:24
177,10,249,3,2022-10-11 02:42:18
178,70,136,3,2022-06-07 09:37:57
179,109,199,2,2023-05-15 09:49:58
180,255,24,1,2021-07-11 04:10:03
181,401,57,3,2021-05-17 06:44:10
182,346,280,2,2023-02-03 10:53:46
183,83,53,4,2023-04-30 04:14:06
184,207,195,1,2022-03-01 15:58:01
185,288,139,1,2022-12-20 13:39:33
186,250,161,2,2023-04-19 09:34:37
187,416,75,3,2023-08-23 12:19:21
188,282,46,5,2022-04-10 18:32:47
189,448,187,1,2021-01-29 10:05:03
190,192,253,3,2023-09-22 23:28:49
191,107,63,3,2022-11-03 01:36:44
192,239,287,1,2022-09-19 05:16:42
193,296,7,3,2023-11-11 15:35:40
194,66,40,3,2023-04-20 07:51:56
195,30,261,3,2022-07-30 23:37:11
196,153,153,4,2023-10-26 03:30:55
197,20,107,4,2022-05-07 17:51:10
198,383,61,4,2023-08-08 23:16:49
199,498,228,1,2021-04-20 14:47:43
200,459,183,5,2021-04-24 03:06:29
201,50,221,2,2021-01-04 14:44:36
202,301,171,3,2022-10-11 13:58:35
203,366,245,1,2022-12-24 00:58:37
204,403,125,4,2021-08-17 17:03:18
205,303,75,5,2021-07-21 07:16:35
206,461,226,3,2022-12-04 08:37:14
207,242,139,3,2022-06-06 07:02:53
208,86,60,1,2021-10-13 07:31:46
209,159,137,1,2023-06-30 06:23:45
210,273,270,4,2021-04-26 13:26:26
211,454,199,1,2022-10-19 20:27:48
212,238,137,4,2021-05-15 06:52:33
213,7,69,5,2022-03-04 20:57:42
214,105,38,1,2021-08-17 15:04:20
215,42,107,4,2022-11-04 11:45:57
216,37,162,1,2021-05-29 16:58:53
217,114,299,2,2023-06-09 00:34:50
218,470,276,2,2023-09-04 10:08:13
219,99,164,3,2023-07-27 04:37:56
220,259,23,3,2022-12-10 20:33:55
221,4,294,5,2023-07-09 12:29:21
222,201,269,1,2023-07-02 01:07:40
223,356,163,4,2022-10-28 14:55:12
224,343,174,1,2022-01-11 01:54:34
225,429,278,4,2021-10-17 06:33:31
226,455,87,4,2022-07-03 21:35:12
227,110,148,5,2021-01-07 23:17:49
228,94,109,2,2023-02-12 13:06:46
229,498,18,4,2023-05-08 10:13:50
230,258,270,1,2022-10-23 04:09:58
231,236,10,1,2022-11-10 06:43:36
232,71,31,4,2023-09-04 01:29:59
233,381,287,4,2022-05-26 03:43:20
234,361,299,2,2023-04-07 15:44:58
235,301,239,3,2023-05-06 17:35:23
236,362,80,5,2023-03-18 00:47:45
237,206,145,2,2022-11-29 21:39:41
238,190,38,3,2022-10-22 18:14:52
239,12,221,5,2023-01-05 09:04:59
240,446,270,4,2022-06-19 08:47:05
241,153,231,2,2022-02-04 00:12:35
242,198,201,2,2021-12-20 18:55:09
243,66,203,2,2023-12-25 23:39:57
244,138,93,2,2021-07-02 03:11:58
245,494,183,4,2021-06-13 14:36:58
246,101,269,3,2023-04-23 08:05:17
247,50,225,5,2022-04-17 07:15:08
248,196,184,4,2023-07-02 05:44:20
249,334,74,3,2021-10-16 08:01:51
250,166,214,5,2021-09-09 03:12:32
251,481,223,2,2021-05-25 05:14:10
252,437,185,1,2023-06-07 13:35:22
253,1,119,1,2023-03-29 11:42:45
254,186,208,1,2021-07-20 19:34:20
255,35,230,4,2021-12-13 03:21:21
256,492,270,2,2021-05-30 10:56:27
257,244,201,3,2022-01-21 13:47:54
258,328,281,4,2022-09-30 15:06:03
259,133,232,5,2021-12-18 07:24:20
260,430,289,4,2022-07-25 15:19:14
261,128,65,1,2022-06-29 10:38:53
262,206,246,4,2022-05-21 07:00:58
263,188,99,3,2023-08-11 06:24:16
264,200,264,3,2021-10-15 02:22:01
265,397,40,2,2021-11-30 14:48:08
266,126,262,3,2021-05-27 17:11:15
267,381,115,5,2021-09-27 21:41:29
268,258,141,4,2022-06-20 14:52:32
269,70,285,3,2022-09-21 21:19:43
270,147,11,1,2022-09-17 04:23:52
271,19,192,2,2023-08-28 06:46:04
272,479,213,2,2022-02-25 04:59:30
273,113,78,4,2023-11-17 00:27:35
274,239,236,2,2021-12-19 03:45:31
275,37,169,3,2021-03-06 03:44:26
276,469,286,5,2023-01-13 10:00:03
277,149,8,5,2023-11-20 05:00:18
278,258,168,1,2022-08-04 18:23:45
279,60,87,2,2023-11-03 23:05:19
280,13,23,5,2022-09-01 21:26:17
281,304,169,4,2021-08-25 01:26:05
282,321,72,3,2021-01-28 12:50:32
283,237,21,5,2022-02-17 20:52:19
284,6,159,1,2023-12-02 20:38:15
285,6,92,1,2023-03-08 22:09:11
286,431,47,5,2021-02-12 22:34:05
287,238,215,5,2022-09-02 23:37:37
288,171,161,1,2022-07-06 23:55:06
289,97,120,2,2023-12-08 08:16:32
290,37,73,5,2023-08-15 21:54:59
291,161,107,3,2023-07-06 15:06:40
292,132,94,2,2023-01-10 11:33:04
293,22,70,5,2023-05-06 14:13:32
294,119,237,1,2021-06-16 13:50:42
295,246,37,4,2023-03-23 00:03:15
296,308,124,3,2023-10-29 02:49:49
297,37,247,5,2021-04-09 06:14:17
298,356,183,5,2022-06-25 05:30:16
299,457,286,5,2021-10-15 11:21:00
300,191,164,2,2021-04-01 16:13:07
301,196,179,4,2022-07-20 22:58:22
302,43,133,3,2022-10-10 08:15:33
303,198,131,2,2021-06-23 16:12:08
304,406,146,5,2023-05-25 12:49:33
305,5,64,2,2021-03-19 00:02:54
306,407,21,5,2022-12-04 16:20:20
307,401,228,3,2021-11-24 05:35:02
308,164,229,4,2021-09-14 04:59:15
309,109,116,2,2023-07-25 17:16:06
310,21,284,1,2022-12-17 09:40:05
311,161,151,4,2021-11-09 06:05:16
312,111,54,4,2021-02-19 11:31:17
313,92,95,4,2023-07-31 23:49:36
314,33,37,5,2021-09-05 16:07:47
315,7,262,1,2022-10-17 01:02:57
316,347,148,3,2023-08-06 13:56:28
317,91,217,3,2023-06-19 01:16:01
318,75,204,4,2023-02-18 13:09:20
319,357,26,5,2021-09-18 23:47:37
320,473,221,2,2021-08-17 22:51:55
321,489,89,3,2022-12-09 07:43:36
322,93,292,4,2021-07-19 03:54:16
323,280,55,5,2021-07-18 07:16:26
324,446,276,1,2022-12-11 00:32:53
325,416,264,1,2021-12-27 14:26:04
326,426,25,2,2022-10-09 00:13:57
327,495,142,3,2023-12-07 04:17:59
328,235,162,3,2021-08-15 17:58:50
329,470,209,2,2023-04-03 20:43:41
330,8,289,2,2023-07-12 12:59:31
331,311,282,1,2021-02-19 23:21:52
332,60,132,4,2021-09-11 20:49:57
333,195,177,1,2021-11-11 17:34:52
334,191,145,4,2022-11-23 09:28:57
335,305,64,1,2021-04-03 22:54:03
336,111,272,2,2023-04-20 00:55:21
337,204,256,1,2022-03-26 07:59:10
338,475,239,4,2023-07-19 05:19:40
339,251,19,1,2022-03-18 23:14:05
340,82,288,5,2022-01-25 01:52:41
341,118,244,3,2021-02-20 05:05:16
342,158,86,3,2022-05-06 20:08:15
343,242,28,1,2022-07-06 11:56:29
344,265,30,2,2023-03-18 06:32:11
345,241,36,5,2021-07-12 09:27:49
346,77,225,5,2023-02-23 16:21:20
347,341,29,1,2023-02-12 07:13:08
348,75,196,5,2023-11-06 05:31:50
349,86,94,3,2021-08-23 04:00:16
350,365,47,4,2021-06-09 04:14:05
351,215,291,2,2023-04-24 03:03:58
352,413,246,5,2021-09-17 17:06:30
353,327,238,4,2023-08-01 20:04:17
354,391,183,5,2022-01-13 20:05:19
355,359,111,5,2022-07-11 03:01:47
356,237,63,2,2022-01-05 13:14:18
357,36,3,1,2021-05-16 19:36:39
358,493,165,4,2023-01-07 23:08:00
359,163,72,2,2023-08-12 13:48:25
360,236,189,4,2022-01-25 12:51:24
361,81,158,4,2021-11-03 18:38:33
362,119,133,5,2023-03-31 12:41:15
363,253,175,1,2022-02-18 14:53:52
364,21,240,4,2023-09-29 04:56:39
365,339,291,4,2023-12-29 19:54:21
366,120,218,3,2023-05-23 17:36:05
367,469,264,3,2021-08-17 12:57:23
368,479,194,1,2022-01-16 01:09:08
369,175,113,3,2022-08-31 00:23:11
370,105,16,4,2021-01-20 00:16:56
371,66,32,3,2023-02-02 04:53:56
372,359,272,2,2021-08-02 03:03:13
373,298,66,4,2022-02-25 02:51:55
374,289,194,5,2021-04-07 13:50:18
375,67,153,3,2022-07-24 10:39:56
376,310,150,4,2021-09-12 14:43:14
377,31,12,2,2022-08-19 14:32:42
378,442,30,5,2023-05-22 22:45:36
379,393,90,1,2023-08-04 09:18:32
380,34,101,1,2022-08-17 21:47:54
381,428,106,2,2021-08-18 05:37:49
382,435,274,3,2021-10-11 13:26:46
383,196,282,2,2023-07-01 05:49:45
384,173,186,2,2021-05-04 20:14:36
385,158,184,5,2021-05-04 16:54:19
386,79,254,3,2022-06-13 04:37:12
387,252,44,2,2022-09-04 03:52:17
388,487,166,2,2022-09-11 18:56:13
389,1,142,4,2023-05-31 12:38:09
390,234,148,4,2023-11-01 00:47:03
391,366,285,5,2022-01-02 09:16:56
392,63,282,3,2022-03-31 06:55:03
393,175,118,3,2023-08-21 12:54:07
394,208,73,5,2023-03-02 07:06:25
395,389,166,3,2023-03-27 12:44:14
396,481,12,5,2022-12-18 15:22:28
397,491,184,5,2023-03-20 11:05:54
398,207,75,4,2022-01-23 00:02:38
399,142,124,4,2023-11-15 19:38:09
400,57,285,2,2022-08-06 09:56:10
401,167,50,2,2023-06-07 00:50:24
402,388,153,2,2022-03-14 01:29:09
403,446,114,4,2022-01-30 21:52:17
404,222,29,5,2022-12-21 15:53:58
405,496,87,3,2022-10-11 13:41:17
406,269,121,2,2022-10-30 10:34:00
407,482,54,1,2022-07-17 20:57:16
408,149,203,1,2021-08-09 13:35:29
409,79,34,5,2022-09-03 01:13:12
410,367,269,4,2023-01-14 08:25:54
411,18,237,4,2022-09-08 12:20:43
412,413,128,4,2023-01-16 17:44:52
413,437,169,4,2023-01-29 15:36:03
414,154,274,4,2022-04-07 16:04:15
415,402,74,4,2023-03-20 01:19:04
416,161,162,5,2021-11-23 17:52:45
417,66,276,1,2023-01-21 01:06:47
418,366,85,3,2021-07-01 19:18:22
419,295,175,2,2022-04-20 18:38:39
420,207,92,5,2021-04-20 20:42:28
421,384,171,5,2021-01-14 04:42:59
422,121,132,2,2021-12-17 19:30:24
423,48,13,4,2022-12-14 03:23:44
424,119,251,4,2022-09-25 18:36:15
425,288,180,4,2021-01-02 00:26:47
426,429,157,4,2023-10-24 14:23:49
427,311,123,5,2021-03-11 09:21:02
428,190,206,5,2022-08-13 03:07:49
429,89,235,2,2022-09-11 14:07:35
430,331,108,3,2023-08-12 14:21:44
431,217,267,4,2023-04-19 16:07:33
432,11,35,2,2021-01-03 06:50:46
433,30,181,2,2023-05-10 19:37:33
434,153,122,5,2022-05-31 16:51:58
435,295,27,3,2021-03-13 11:48:58
436,128,232,2,2021-04-22 07:58:14
437,45,290,3,2023-03-11 01:12:23
438,30,299,3,2022-12-24 00:40:01
439,287,296,2,2022-10-19 10:19:10
440,334,120,3,2021-07-28 21:37:54
441,449,196,4,2023-11-04 08:27:32
442,246,208,1,2021-11-09 16:25:33
443,122,174,3,2021-10-07 11:29:54
444,131,246,2,2021-07-15 09:37:40
445,59,277,3,2023-09-06 07:22:52
446,180,252,1,2022-07-23 14:37:14
447,267,251,2,2022-10-10 00:42:06
448,369,249,1,2023-10-12 21:18:39
449,14,149,5,2022-10-08 11:51:25
450,150,15,5,2022-02-04 19:20:09
451,56,183,3,2021-10-15 23:07:31
452,106,71,2,2021-12-01 04:04:52
453,346,4,5,2023-10-05 02:18:40
454,62,172,2,2022-11-05 07:09:05
455,43,113,3,2022-11-15 00:58:09
456,403,274,2,2023-05-29 04:53:17
457,348,154,3,2022-06-13 09:42:36
458,234,120,1,2022-09-20 07:23:22
459,148,122,5,2023-11-06 11:45:25
460,488,102,5,2022-11-16 04:17:26
461,181,121,3,2021-04-14 16:14:17
462,30,247,4,2021-03-02 21:50:45
463,336,165,4,2022-11-21 22:27:14
464,349,178,4,2022-05-03 16:42:40
465,312,133,4,2021-03-29 21:00:28
466,492,207,1,2023-02-17 09:30:45
467,486,39,1,2023-02-06 12:41:31
468,78,162,3,2023-08-20 06:02:29
469,183,228,2,2023-09-14 09:09:00
470,391,194,5,2022-05-29 10:15:21
471,209,12,1,2022-02-11 07:27:36
472,110,214,4,2022-03-30 00:26:56
473,213,231,3,2023-02-24 19:16:52
474,348,82,2,2023-02-23 09:40:00
475,87,91,1,2023-11-05 01:32:09
476,398,300,4,2022-11-26 05:28:49
477,345,231,3,2023-12-11 07:25:53
478,18,2,3,2022-04-24 05:16:48
479,172,283,1,2023-12-10 08:51:39
480,346,65,3,2021-11-26 04:07:26
481,34,117,3,2021-02-27 23:12:14
482,219,217,4,2023-02-16 03:25:43
483,441,206,4,2021-04-14 22:01:03
484,472,101,4,2022-08-23 21:53:47
485,172,39,3,2021-10-17 18:27:38
486,355,30,3,2022-05-25 09:55:47
487,93,232,2,2021-01-12 07:07:52
488,283,40,5,2021-12-04 12:29:26
489,334,18,5,2023-03-26 04:44:13
490,101,271,2,2022-07-08 20:38:26
491,370,247,2,2023-07-04 21:57:38
492,495,255,2,2021-05-31 19:49:13
493,1,42,5,2021-01-04 12:36:24
494,418,22,4,2022-08-11 13:03:52
495,453,155,4,2022-05-23 00:34:43
496,378,134,2,2022-03-07 20:10:33
497,171,219,2,2021-09-25 11:16:55
498,207,75,2,2021-02-28 17:58:07
499,268,134,3,2023-02-22 07:41:19
500,212,47,4,2021-03-08 07:00:29
501,483,112,2,2021-03-26 22:28:12
502,229,33,5,2021-10-18 18:31:02
503,268,17,3,2022-10-04 10:42:00
504,427,198,2,2023-02-12 01:08:07
505,330,298,2,2021-11-13 11:35:14
506,2,149,1,2021-10-28 04:48:29
507,257,211,4,2023-04-28 18:34:26
508,161,12,3,2021-02-02 00:15:29
509,279,17,5,2023-07-01 00:26:43
510,423,101,4,2021-12-24 04:09:19
511,474,228,2,2021-07-17 17:47:57
512,51,138,2,2021-08-25 01:53:00
513,486,38,3,2022-05-19 12:18:44
514,151,152,2,2022-06-29 17:10:45
515,199,132,1,2023-07-23 11:49:54
516,232,42,1,2022-01-17 05:46:03
517,11,78,1,2021-05-26 04:46:37
518,9,164,5,2021-05-19 04:23:35
519,488,258,5,2022-11-03 22:40:12
520,405,171,1,2021-09-06 09:50:27
521,234,261,2,2023-07-07 23:24:57
522,167,273,4,2023-05-15 14:03:41
523,111,151,4,2022-09-14 01:46:10
524,246,295,1,2023-06-02 23:14:32
525,14,228,4,2021-09-02 02:45:00
526,136,291,4,2022-03-16 06:03:08
527,155,207,4,2022-07-26 12:31:03
528,484,160,4,2021-11-25 13:33:59
529,28,7,4,2022-05-22 22:57:32
530,389,99,4,2023-11-09 20:59:23
531,347,17,3,2023-07-13 08:41:31
532,179,85,4,2023-04-11 20:31:57
533,331,62,3,2023-11-04 22:38:34
534,198,70,3,2022-05-27 08:14:42
535,381,236,1,2022-06-20 16:39:45
536,368,286,3,2022-01-16 17:08:39
537,15,203,1,2022-12-20 14:16:13
538,149,78,5,2022-08-12 05:47:38
539,419,201,4,2022-01-09 05:58:24
540,324,99,3,2021-04-03 06:13:15
541,76,150,4,2022-02-08 04:14:34
542,218,16,5,2021-10-03 16:55:47
543,398,257,2,2022-02-08 03:19:28
544,160,241,2,2022-11-28 03:31:15
545,67,30,4,2021-08-02 08:05:43
546,236,170,5,2023-01-02 01:47:42
547,146,90,3,2023-02-14 16:21:41
548,314,198,4,2021-03-31 09:39:31
549,394,153,4,2022-04-11 19:14:48
550,171,154,4,2022-12-16 18:45:26
551,408,252,2,2021-01-09 22:27:15
552,246,154,2,2021-07-03 14:07:07
553,21,268,2,2023-07-24 11:54:17
554,7,171,3,2023-11-23 00:02:24
555,331,130,4,2023-05-08 02:20:36
556,279,160,4,2023-06-08 14:11:24
557,193,112,3,2021-05-25 14:15:43
558,371,214,2,2021-03-31 05:00:57
559,222,37,4,2022-10-21 16:46:53
560,427,64,1,2022-02-09 02:05:07
561,272,231,4,2022-02-19 01:39:00
562,444,2,5,2021-02-18 13:46:13
563,365,112,5,2021-09-12 05:02:02
564,227,86,5,2022-07-30 00:48:51
565,328,34,4,2022-03-17 06:59:33
566,313,196,1,2022-08-24 23:22:42
567,282,213,5,2021-09-08 17:36:39
568,261,227,3,2023-01-19 01:16:32
569,20,41,1,2022-09-11 21:44:57
570,317,167,3,2021-05-01 07:23:38
571,138,216,2,2021-05-28 12:04:14
572,90,46,4,2022-11-19 08:34:07
573,101,281,1,2021-11-16 15:51:07
574,199,106,2,2022-08-02 05:46:29
575,13,120,3,2023-01-09 14:05:24
576,17,67,2,2023-09-14 00:03:57
577,149,72,3,2023-09-22 19:15:56
578,451,87,3,2021-08-12 05:10:55
579,462,165,2,2022-04-01 11:55:17
580,417,37,4,2023-06-18 15:53:08
581,243,64,1,2023-12-11 00:37:45
582,289,79,3,2022-07-10 22:01:19
583,170,123,4,2021-02-02 09:43:47
584,236,48,2,2023-11-01 13:31:25
585,475,92,5,2021-04-30 22:20:08
586,298,123,4,2022-06-19 15:37:57
587,362,25,2,2021-01-21 16:57:59
588,448,158,2,2021-08-14 09:02:50
589,249,264,1,2023-10-15 06:00:57
590,312,8,4,2021-05-05 16:24:32
591,220,253,5,2023-02-23 02:31:44
592,55,265,1,2021-05-31 22:34:42
593,46,224,5,2023-08-03 01:42:40
594,37,27,4,2023-01-28 09:38:27
595,237,205,1,2021-03-22 13:46:58
596,201,42,5,2022-05-26 00:32:32
597,230,119,3,2022-02-03 15:39:52
598,446,290,1,2021-07-13 07:06:28
599,474,153,1,2021-08-17 23:01:23
600,19,182,1,2023-07-08 14:27:20
601,354,271,3,2021-04-16 11:28:29
602,304,219,1,2021-07-18 22:01:10
603,174,227,3,2021-08-10 13:11:41
604,414,135,2,2022-01-04 12:37:36
605,327,248,4,2021-05-08 07:00:26
606,207,245,2,2023-04-15 18:18:16
607,352,277,2,2021-03-09 12:53:35
608,255,47,1,2022-12-27 19:28:03
609,30,24,2,2023-12-23 12:07:29
610,481,143,1,2022-02-19 17:59:15
611,134,159,1,2022-04-20 12:06:20
612,69,100,1,2021-12-22 09:59:44
613,441,280,2,2022-08-10 02:18:19
614,356,119,2,2021-04-29 13:20:51
615,269,178,3,2021-09-18 19:47:17
616,360,133,4,2023-05-12 23:00:19
617,444,256,4,2021-08-10 10:09:46
618,315,265,5,2023-03-11 19:03:22
619,201,18,2,2022-09-07 07:21:36
620,208,94,2,2023-01-23 04:43:10
621,151,189,4,2022-04-04 23:40:29
622,78,115,2,2021-03-03 02:34:40
623,119,177,5,2021-08-14 19:27:31
624,252,168,2,2023-08-21 08:48:03
625,250,220,5,2021-02-14 01:56:55
626,416,252,3,2021-06-22 02:15:32
627,91,155,5,2021-08-03 19:41:37
628,379,252,3,2023-07-09 03:13:32
629,397,70,5,2022-04-26 18:37:42
630,427,193,3,2023-02-26 08:10:17
631,288,33,4,2021-10-17 14:10:29
632,319,139,4,2021-03-12 17:12:19
633,32,70,3,2021-11-29 00:59:38
634,338,273,1,2022-01-29 02:51:51
635,264,220,4,2022-11-20 19:35:49
636,464,230,1,2022-12-31 00:15:27
637,103,129,1,2021-03-05 16:55:50
638,240,268,4,2021-05-02 17:54:59
639,42,76,5,2022-11-02 07:34:07
640,354,166,2,2022-10-06 19:35:53
641,255,102,1,2021-01-22 22:56:58
642,321,91,5,2022-03-02 08:05:33
643,38,276,2,2021-02-25 00:43:22
644,97,244,4,2021-06-08 22:23:20
645,356,195,4,2023-06-07 02:26:13
646,354,124,3,2023-11-21 08:46:57
647,378,156,1,2022-03-22 19:16:49
648,486,54,1,2023-12-18 20:16:35
649,373,158,5,2021-02-25 04:17:22
650,438,241,5,2023-03-07 23:14:50
651,158,20,2,2021-12-17 20:02:07
652,243,296,2,2022-08-07 08:17:00
653,212,209,2,2023-07-27 00:29:37
654,309,2,2,2023-03-18 20:32:33
655,425,255,1,2022-12-17 01:45:18
656,235,28,2,2023-02-21 01:57:01
657,34,135,2,2022-09-11 13:50:19
658,428,80,5,2023-10-08 20:08:36
659,154,128,1,2022-09-09 03:07:01
660,188,90,2,2021-03-15 04:30:54
661,442,62,5,2023-12-28 16:54:16
662,464,179,4,2021-06-06 23:53:25
663,287,80,2,2023-11-12 15:42:23
664,12,257,1,2021-03-15 15:15:35
