order_id,user_id,coupon_id,order_date,pickup_store_id,total_amount
40,426,,2021-12-28 21:07:04,5,3469.91
41,208,849,2023-02-18 05:40:18,14,7078.97
42,258,425,2021-10-09 05:06:29,69,948.65
43,210,460,2021-05-02 17:05:43,65,3782.83
44,302,366,2023-08-25 05:39:40,12,904.05
45,177,,2022-09-29 12:41:58,38,6114.29
46,193,584,2023-12-06 05:34:36,97,5565.14
47,364,487,2023-10-27 14:23:04,71,7353.71
48,230,104,2021-10-03 04:07:00,60,2212.68
49,173,907,2021-09-18 06:56:56,97,5647.2
50,34,454,2022-05-29 12:14:08,11,2071.91
51,111,710,2022-03-01 21:49:22,96,3175.0
52,461,894,2022-07-06 05:14:18,51,4421.41
53,433,873,2022-11-04 04:51:18,25,6772.65
54,102,,2021-12-30 14:45:56,74,5293.02
55,99,919,2022-03-24 17:03:11,48,3570.64
56,348,115,2021-09-26 00:46:24,33,351.09
57,287,447,2023-04-03 18:42:58,34,9669.86
58,359,107,2023-05-25 01:18:18,48,7922.22
59,259,312,2023-08-02 11:03:57,32,9692.85
60,115,456,2022-10-18 14:31:05,93,9752.98
61,210,271,2021-05-25 07:20:34,62,9145.49
62,362,170,2023-12-21 06:07:36,70,6344.47
63,34,400,2022-01-16 14:15:57,7,271.77
64,372,617,2021-10-02 05:37:45,34,155.78
65,258,134,2021-11-12 05:47:04,87,4565.94
66,414,581,2023-03-29 18:05:54,35,8002.73
67,78,417,2022-05-06 19:24:30,66,6503.41
68,85,195,2022-03-31 10:24:11,78,1441.35
69,496,141,2021-02-01 16:11:03,45,3739.22
70,314,165,2023-11-11 00:56:24,48,8208.64
71,353,529,2023-08-05 15:49:25,4,8929.61
72,355,950,2022-10-02 22:28:20,11,951.3
73,52,942,2021-11-20 20:44:54,10,3850.44
74,100,95,2022-03-24 21:41:37,18,9497.98
75,384,235,2022-05-21 19:58:18,90,6000.04
76,187,910,2023-07-17 14:22:14,61,1964.65
77,237,199,2022-12-30 15:39:12,48,8989.9
78,222,375,2021-10-17 18:38:07,90,4455.37
79,102,305,2023-08-18 20:16:16,55,1569.61
80,96,810,2022-01-22 10:06:03,11,4719.21
81,467,303,2023-02-28 09:04:43,98,7477.01
82,243,813,2021-01-31 09:32:04,61,1877.77
83,341,470,2021-05-06 03:17:31,98,2869.97
84,209,503,2023-09-08 08:05:11,20,6339.34
85,36,933,2023-05-16 08:05:38,62,9121.94
86,56,514,2023-08-08 00:53:47,72,7024.89
87,309,611,2023-04-17 04:51:04,22,9017.42
88,177,42,2022-10-29 22:45:37,70,1301.15
89,239,350,2021-03-31 04:17:24,47,1606.87
90,418,284,2022-03-02 10:34:24,66,7011.07
91,289,301,2023-12-08 10:07:52,85,8847.43
92,475,440,2022-05-25 14:26:40,6,8238.85
93,469,721,2021-02-25 15:34:35,26,7986.2
94,61,568,2021-02-01 20:30:31,56,6292.92
95,49,511,2023-01-12 07:11:44,64,8172.28
96,372,601,2023-12-19 23:48:46,30,6104.55
97,386,20,2023-12-04 05:45:39,87,4882.48
98,133,288,2022-09-03 05:59:15,18,5603.6
99,89,436,2023-10-01 01:08:09,78,4591.51
100,279,19,2022-09-15 14:26:33,3,8504.62
101,333,198,2021-12-09 18:27:11,53,9795.9
102,380,739,2022-09-28 00:39:47,78,9260.91
103,386,710,2023-08-07 04:26:42,22,4669.91
104,112,80,2022-07-31 10:48:03,79,7887.68
105,318,246,2021-08-09 23:49:34,18,2996.14
106,486,292,2022-10-08 22:00:39,97,9742.79
107,91,,2022-04-15 12:53:58,78,5572.49
108,374,519,2022-07-24 20:50:43,96,5778.3
109,68,999,2022-07-23 19:29:59,54,2033.14
110,127,667,2021-04-22 17:44:02,5,7262.84
111,206,230,2022-08-05 05:34:06,41,5291.0
112,409,927,2021-09-07 07:38:58,42,2884.94
113,235,23,2021-04-25 16:50:36,49,8640.04
114,189,425,2023-10-04 15:45:46,26,7544.75
115,283,950,2022-07-19 04:34:49,71,7633.1
116,145,86,2023-07-28 22:34:08,97,4937.57
117,360,604,2023-03-24 14:36:17,39,4211.26
118,396,543,2021-12-24 10:59:47,38,9889.29
119,304,229,2023-11-29 02:32:59,41,345.3
120,328,,2022-08-12 20:16:40,48,5288.39
121,329,84,2021-03-11 19:55:24,71,3267.51
122,153,269,2021-06-14 00:27:43,14,1698.0
123,330,680,2021-12-05 16:57:59,65,6051.5
124,201,100,2021-08-13 23:16:29,28,9794.14
125,12,593,2022-08-08 02:25:11,69,9503.02
126,432,390,2021-09-12 20:16:49,12,5554.92
127,374,680,2021-11-28 19:50:47,88,4624.11
128,267,727,2021-06-21 01:37:33,52,8512.94
129,401,386,2023-02-02 11:12:42,97,7087.88
130,220,900,2023-12-26 19:42:38,68,3486.69
131,30,125,2022-01-06 17:16:46,76,6042.17
132,488,457,2021-10-20 00:19:21,34,3192.77
133,322,88,2022-08-30 20:31:08,3,5979.24
134,188,14,2021-10-11 15:38:22,31,3797.38
135,464,,2021-01-12 10:51:06,11,6414.45
136,244,810,2022-08-10 21:41:38,1,3410.62
137,184,826,2023-02-23 14:53:13,5,4584.85
138,435,166,2021-03-27 15:12:51,6,2936.92
139,105,366,2023-08-03 15:12:45,88,9114.66
140,368,509,2023-09-07 12:18:43,43,6803.97
141,280,241,2021-02-09 00:21:04,1,1571.21
142,220,217,2021-05-30 00:46:08,18,3584.01
143,465,299,2023-01-01 15:06:38,92,2157.21
144,174,360,2021-09-29 05:16:22,60,7943.22
145,300,197,2023-05-27 20:45:49,6,7341.37
146,468,797,2023-06-15 09:46:34,29,8202.94
147,48,154,2023-12-16 00:13:30,42,1299.14
148,240,151,2022-12-23 16:29:34,75,4501.97
149,355,668,2021-01-31 13:03:58,98,1451.11
150,464,509,2021-10-16 06:38:30,74,1327.86
151,440,217,2022-02-05 21:03:54,43,2706.81
152,21,505,2023-01-05 06:26:16,86,5267.18
153,430,922,2023-03-01 08:53:50,98,1748.56
154,142,188,2022-02-21 08:16:53,33,6614.62
155,313,156,2023-03-27 10:22:20,55,7136.28
156,384,334,2021-11-25 02:42:56,39,4503.1
157,83,,2022-07-01 22:33:25,28,7557.18
158,305,702,2023-08-09 00:05:54,32,122.19
159,334,15,2022-10-10 04:18:25,23,9662.19
160,119,159,2023-03-08 03:03:36,24,3312.44
161,372,267,2021-04-22 09:04:58,72,6784.43
162,237,838,2021-05-19 22:10:51,22,8591.62
163,51,647,2023-05-30 09:41:40,53,4152.4
164,496,78,2023-03-18 05:14:22,54,6076.27
165,385,645,2021-05-09 08:01:25,39,5310.19
166,40,448,2022-10-24 19:04:02,40,3936.65
167,11,521,2023-09-22 12:45:06,18,5611.19
168,425,547,2022-07-31 15:08:44,40,565.96
169,323,247,2023-03-21 06:33:25,54,7934.95
170,349,434,2023-03-19 20:07:48,72,6177.31
171,146,954,2021-12-20 09:12:48,81,1244.29
172,255,763,2021-04-01 00:21:30,54,2305.46
173,81,245,2021-04-14 15:58:47,82,9468.61
174,247,458,2022-11-19 15:26:28,14,4533.57
175,123,658,2022-08-25 13:14:59,69,3753.9
176,265,551,2023-01-01 01:45:34,25,3918.1
177,125,58,2023-03-08 16:28:34,96,6863.39
178,42,699,2022-04-18 13:19:10,62,3396.82
179,361,377,2023-08-09 09:07:35,58,1782.12
180,224,108,2022-04-08 19:09:32,63,271.65
181,143,436,2023-10-03 21:57:05,32,687.91
182,22,284,2021-10-02 18:10:14,55,6085.0
183,223,581,2021-07-18 07:08:51,31,2073.46
184,1,592,2023-10-23 17:19:25,66,9886.18
185,214,67,2021-02-22 07:50:52,7,9790.72
186,468,950,2021-08-20 14:55:19,99,3711.91
187,364,658,2023-12-19 10:55:43,30,1901.38
188,243,510,2021-09-06 03:47:47,60,9523.66
189,245,358,2022-04-06 04:02:43,23,9873.24
190,150,193,2021-03-09 11:46:44,71,3378.97
191,405,88,2022-05-23 07:30:30,15,8316.91
192,471,189,2023-06-02 08:56:07,37,754.8
193,212,70,2022-09-04 07:22:30,56,5618.1
194,442,31,2022-10-19 23:05:40,23,3657.99
195,306,444,2021-09-10 03:38:08,33,5619.34
196,57,126,2021-02-26 19:09:19,84,3909.38
197,212,349,2021-09-10 12:59:03,36,2928.71
198,179,606,2022-11-02 17:46:52,33,3192.65
199,142,330,2021-04-14 17:18:14,54,2721.27
200,53,116,2023-08-21 18:28:01,46,6251.41
201,283,700,2022-05-29 18:54:17,87,3631.87
202,243,161,2023-04-06 20:51:47,53,3008.91
203,222,920,2023-01-08 05:27:03,73,7645.56
204,84,339,2023-05-26 20:44:18,68,5841.92
205,72,307,2023-09-24 03:37:03,93,7830.56
206,470,543,2022-06-13 21:02:50,77,6969.24
207,404,913,2023-03-17 20:03:25,32,6846.88
208,82,964,2023-12-12 12:39:43,36,5932.57
209,118,115,2021-09-09 05:43:37,86,5733.8
210,271,858,2021-08-11 04:09:03,80,6005.05
211,432,557,2021-01-09 23:46:22,89,5159.57
212,367,138,2023-01-26 13:22:49,3,8489.05
213,194,351,2021-10-08 21:05:40,43,9633.52
214,101,423,2021-12-31 05:46:18,68,5906.6
215,383,,2021-01-03 07:38:41,26,1255.62
216,68,190,2023-12-15 20:33:18,14,4271.67
217,391,,2022-05-08 01:02:16,56,5953.04
218,445,711,2021-11-03 07:00:32,45,7241.98
219,49,148,2023-02-13 20:34:00,41,9211.14
220,472,43,2023-04-27 21:45:38,11,5830.51
221,201,346,2023-06-11 13:03:10,8,547.73
222,408,312,2023-02-18 19:14:49,61,7689.95
223,72,790,2022-03-17 15:21:41,80,4042.5
224,497,204,2023-12-19 12:12:34,91,7820.45
225,469,255,2023-07-31 10:20:45,45,4272.18
226,443,923,2021-10-27 19:58:34,55,7474.0
227,20,292,2021-04-09 09:47:13,79,5813.56
228,114,448,2021-11-18 14:47:16,92,7260.79
229,436,5,2022-02-17 13:59:48,42,6377.08
230,408,531,2021-11-21 03:38:31,39,3543.02
231,482,258,2021-07-17 01:20:32,17,8088.18
232,499,544,2023-04-29 10:42:10,82,6484.17
233,69,799,2021-01-04 11:14:32,22,1263.17
234,20,124,2022-02-09 03:31:41,7,4586.75
235,244,637,2021-05-27 16:28:40,10,7240.37
236,489,964,2023-01-16 21:12:03,41,7593.97
237,496,655,2022-11-02 14:32:16,48,4001.09
238,179,13,2023-07-14 02:47:57,16,5903.01
239,51,212,2023-06-30 07:58:39,3,1761.13
240,364,189,2022-05-25 08:06:08,81,3483.93
241,130,722,2023-03-11 02:31:41,33,103.21
242,366,584,2023-08-12 19:56:05,38,3350.67
243,447,979,2023-12-01 02:49:04,80,7730.89
244,93,417,2021-11-03 05:28:11,23,225.25
245,426,25,2021-02-02 22:23:56,70,6771.98
246,115,133,2023-02-27 00:41:52,67,6122.62
247,367,462,2022-02-11 01:32:50,79,8122.87
248,122,768,2022-03-04 21:34:22,58,2158.35
249,445,,2021-06-17 08:54:33,90,1067.91
250,365,453,2022-04-12 14:30:48,86,3426.83
251,79,520,2022-09-11 08:29:57,93,9688.73
252,228,471,2021-01-12 16:21:01,60,9694.26
253,54,807,2023-03-21 16:05:28,28,5219.93
254,493,326,2022-08-31 02:13:45,22,6721.12
255,114,744,2021-05-05 20:46:16,79,9122.95
256,467,782,2021-09-21 16:06:32,28,7098.63
257,187,996,2022-01-19 20:46:38,78,3933.02
258,99,535,2021-12-24 16:21:09,25,7760.82
259,118,686,2021-08-29 14:13:46,90,1113.81
260,21,746,2022-05-07 09:15:57,60,6117.39
261,74,695,2023-03-19 05:25:01,5,7970.97
262,246,448,2022-08-16 03:47:51,15,4609.27
263,287,494,2021-12-27 03:50:42,45,8096.67
264,1,90,2022-09-18 11:54:58,83,2996.65
265,202,277,2022-10-29 14:31:37,14,794.02
266,155,66,2022-05-12 05:52:54,46,104.26
267,407,438,2022-07-01 08:29:20,30,8690.44
268,487,654,2022-01-19 04:52:28,57,5817.34
269,30,200,2023-10-15 15:33:29,5,1547.65
270,402,798,2022-03-18 19:34:32,30,5813.78
271,353,,2022-03-31 18:36:23,87,1122.86
272,173,663,2022-08-01 04:32:37,62,2656.4
273,471,81,2021-09-12 04:26:19,25,6129.29
274,165,85,2021-02-13 16:01:35,28,8438.14
275,475,358,2021-04-10 18:27:16,12,7682.04
276,168,891,2022-09-02 23:57:27,11,7086.32
277,388,86,2022-12-04 07:32:37,85,5309.22
278,276,393,2021-12-11 06:07:25,86,5556.67
279,316,711,2021-12-31 04:59:02,93,3926.21
280,79,402,2022-06-11 19:45:00,83,8274.12
281,39,883,2023-06-01 18:24:47,97,8757.8
282,455,730,2021-07-07 18:06:08,56,5325.63
283,315,426,2021-08-20 07:16:38,76,7243.59
284,43,193,2022-07-23 00:24:10,90,335.76
285,98,351,2021-09-28 02:10:22,99,8586.8
286,179,998,2022-07-17 01:33:39,91,8647.86
287,195,821,2023-09-28 06:31:10,76,4793.86
288,128,967,2023-06-30 03:26:16,84,7054.94
289,210,504,2021-12-28 16:19:23,17,9559.85
290,201,43,2022-09-21 21:15:00,11,3894.65
291,304,322,2023-10-30 11:59:50,80,4683.61
292,446,514,2022-01-16 17:02:39,80,625.88
293,400,136,2022-01-09 18:40:06,70,3849.45
294,491,313,2023-02-16 04:22:43,91,3308.26
295,334,301,2021-03-08 07:55:16,6,971.15
296,135,,2022-10-28 08:50:13,33,3234.0
297,140,,2023-10-17 15:00:51,74,859.77
298,105,,2021-03-31 07:30:11,63,1884.86
299,318,9,2022-06-15 06:38:35,65,5269.76
300,107,968,2023-02-20 13:22:20,40,2216.02
301,148,132,2021-04-06 02:09:04,17,3811.95
302,20,57,2022-08-01 19:53:25,59,1527.57
303,280,872,2023-11-17 19:03:04,10,9831.43
304,222,171,2021-06-05 08:56:04,89,5148.22
305,31,564,2022-02-18 20:30:20,99,7788.53
306,113,281,2023-09-17 08:24:27,66,1575.1
307,403,331,2021-01-05 03:46:24,61,7494.33
308,70,412,2023-08-10 03:49:55,64,7150.6
309,215,617,2021-01-14 04:36:22,16,9699.01
310,187,257,2022-03-29 15:06:23,60,1636.75
311,444,413,2022-11-27 01:15:22,21,7914.29
312,152,734,2022-12-09 16:09:23,54,2574.68
313,319,234,2021-11-21 13:22:09,41,112.54
314,78,200,2021-03-27 18:01:57,4,5011.05
315,133,339,2022-08-05 16:01:40,7,7257.63
316,254,493,2022-09-01 06:48:48,67,5254.46
317,175,823,2023-05-02 22:16:50,90,9274.1
318,235,650,2022-08-16 23:54:12,5,6348.38
319,357,877,2021-06-04 19:29:59,57,5486.86
320,318,331,2021-06-29 11:17:43,65,2147.03
321,101,181,2022-10-20 23:11:21,33,1943.39
322,348,31,2023-10-31 21:29:41,72,6432.76
323,205,889,2021-05-25 21:11:00,22,1374.91
324,124,772,2021-12-23 12:55:28,39,8379.43
325,113,277,2021-08-15 18:14:53,94,9789.33
326,488,151,2023-05-24 07:19:08,57,2870.43
327,101,774,2022-08-17 14:18:56,50,2182.77
328,454,279,2023-09-14 10:04:17,85,9110.5
329,389,228,2021-12-04 04:44:47,69,4347.33
330,359,,2021-01-30 11:55:06,100,8286.93
331,498,800,2023-08-28 13:13:07,33,2398.37
332,96,745,2022-02-18 17:25:12,48,2167.93
333,124,802,2021-04-28 03:10:28,38,5846.47
334,420,525,2023-05-30 12:20:53,21,6689.67
335,384,797,2021-08-02 16:35:29,87,6770.01
336,114,600,2022-03-16 00:36:55,4,6713.23
337,377,676,2022-02-23 08:19:52,83,5136.41
338,322,806,2021-09-10 09:06:12,54,2031.13
339,109,414,2021-02-27 12:46:00,66,2451.3
340,207,934,2021-05-01 06:21:15,92,360.92
341,277,685,2022-08-14 23:13:00,48,9455.81
342,333,865,2022-01-15 14:55:37,22,8902.83
343,455,125,2021-04-17 17:06:23,40,2385.31
344,300,430,2021-11-22 23:17:15,10,1665.94
345,266,854,2022-08-19 04:38:01,44,1524.76
346,405,470,2022-11-22 19:39:14,6,3627.13
347,221,451,2021-02-03 08:20:19,21,474.36
348,11,416,2021-02-18 07:27:54,97,3700.2
349,154,682,2022-08-15 07:14:03,79,2949.08
350,265,423,2022-02-14 02:55:49,35,503.2
351,46,90,2021-11-29 08:19:48,2,8811.4
352,497,857,2021-04-09 13:49:17,47,6279.1
353,331,8,2023-06-08 00:07:03,26,4683.37
354,461,216,2021-06-11 07:38:31,31,3417.39
355,199,316,2023-06-08 07:50:20,87,116.49
356,411,5,2023-04-13 09:13:09,90,2197.88
357,165,235,2022-02-02 10:15:51,71,3099.35
358,319,596,2021-06-05 16:15:23,81,5277.29
359,330,861,2022-12-18 11:16:30,24,5151.32
360,488,703,2022-11-04 22:10:25,91,4169.59
361,143,648,2022-05-22 16:57:25,38,7023.39
362,190,698,2021-11-20 01:55:31,97,9706.94
363,202,982,2023-04-15 02:04:00,20,8514.02
364,452,847,2022-08-17 13:00:11,24,496.44
365,242,1000,2022-05-27 16:31:37,17,9964.35
366,36,135,2021-02-23 06:19:30,15,6708.96
367,57,185,2022-10-30 23:11:03,17,4675.93
368,391,913,2021-01-09 03:19:31,86,3196.97
369,222,386,2022-10-21 09:57:52,41,8300.96
370,190,175,2023-03-01 21:00:23,31,2909.33
371,241,,2023-02-23 09:43:49,31,9227.52
372,352,434,2023-07-31 08:46:16,52,6345.6
373,201,,2023-08-25 13:41:46,49,2238.98
374,325,742,2021-01-16 07:52:03,57,3737.39
375,314,637,2021-03-25 04:42:21,51,4689.57
376,181,867,2021-01-15 01:49:58,87,5305.77
377,47,542,2021-12-24 13:49:43,80,4447.34
378,348,998,2022-03-22 01:32:03,43,1623.99
379,460,41,2023-09-06 12:13:33,38,5399.97
380,243,931,2021-11-27 16:36:56,84,3053.96
381,351,182,2021-01-27 09:48:16,50,5357.24
382,89,17,2022-04-25 11:38:35,58,9486.22
383,225,916,2021-06-22 12:11:31,88,3402.91
384,371,33,2023-11-29 13:36:56,27,8093.56
385,73,618,2021-12-13 07:27:10,48,8819.92
386,159,718,2022-10-24 02:20:38,37,6280.3
387,329,136,2023-08-19 15:33:03,1,1274.14
388,117,283,2022-01-17 05:16:02,59,1549.6
389,261,285,2022-04-17 15:09:23,89,3463.05
390,285,275,2023-05-24 14:33:22,75,8141.76
391,488,787,2022-07-25 17:42:44,80,9439.33
392,52,611,2023-02-10 07:26:28,45,7125.46
393,195,994,2022-09-06 03:53:08,58,2372.28
394,465,418,2023-06-20 10:22:25,95,3125.82
395,211,203,2023-11-10 03:17:18,14,5880.37
396,296,78,2023-09-20 00:28:18,22,8426.05
397,192,85,2022-07-13 07:02:04,86,374.17
398,483,22,2021-01-19 23:42:17,20,3128.93
399,268,307,2021-02-13 11:00:03,80,8237.7
400,78,223,2021-04-21 08:05:30,41,656.2
401,271,550,2023-07-29 19:10:43,62,9825.64
402,451,539,2022-02-22 00:57:19,66,282.19
403,224,684,2023-06-21 14:55:21,93,4489.64
404,287,18,2022-03-16 03:47:09,26,6494.92
405,447,,2022-11-06 20:55:07,93,4105.59
406,219,333,2023-03-24 06:18:10,89,6275.62
407,161,717,2023-10-15 23:00:56,77,4285.68
408,439,540,2021-09-07 23:07:29,2,6056.14
409,148,64,2022-11-23 20:20:04,76,3994.06
410,324,940,2022-09-30 00:31:08,97,1981.57
411,374,544,2022-09-13 00:07:11,1,8395.73
412,11,330,2022-04-12 21:58:49,2,8785.43
413,121,234,2023-08-22 12:39:33,73,167.58
414,373,625,2022-02-15 08:56:02,15,4074.27
415,165,552,2021-02-04 09:05:54,96,8194.8
416,112,73,2022-02-14 15:23:50,64,632.62
417,490,456,2022-07-24 13:54:02,50,7050.48
418,427,495,2021-10-08 17:47:31,26,1986.62
419,219,490,2022-05-29 10:30:52,95,5752.28
420,233,566,2022-06-05 05:45:08,44,1190.35
421,180,903,2022-12-19 00:40:23,6,9935.08
422,155,955,2022-07-07 03:09:56,79,7451.51
423,444,587,2022-11-25 13:03:39,75,5778.25
424,465,730,2023-05-03 23:55:10,20,8680.17
425,451,980,2023-12-02 04:03:04,91,3552.51
426,230,643,2022-11-05 03:01:44,21,1311.14
427,273,579,2021-10-10 20:07:14,32,1837.03
428,420,448,2023-01-31 00:14:12,57,8585.59
429,459,,2022-06-24 21:30:15,66,6720.32
430,426,591,2022-04-04 20:08:09,32,8893.93
431,198,474,2021-10-16 22:24:50,75,3023.17
432,80,243,2021-10-23 23:03:15,56,4587.54
433,42,798,2023-06-13 02:42:51,62,4649.26
434,62,798,2023-05-25 00:27:25,71,3580.91
435,241,593,2023-01-21 07:13:37,94,455.35
436,31,826,2021-09-27 01:38:32,39,7587.93
437,482,110,2022-10-12 16:59:51,88,2169.7
438,413,557,2021-01-27 09:27:04,11,2593.02
439,424,980,2023-10-02 06:43:11,20,7535.97
440,56,561,2021-01-09 09:53:57,69,8680.97
441,499,49,2023-01-05 11:43:23,83,8100.46
442,442,608,2021-09-04 11:34:31,3,8207.62
443,261,662,2022-01-14 13:35:38,68,6423.09
444,448,851,2023-04-07 21:24:03,20,4577.87
445,216,39,2022-01-06 21:42:16,36,5850.43
446,449,57,2022-11-30 19:59:43,1,5261.91
447,320,435,2023-01-04 04:14:03,25,125.66
448,483,618,2023-07-28 12:31:04,88,3840.51
449,321,938,2022-09-09 16:49:48,92,4660.27
450,130,,2021-07-25 07:39:02,15,8922.09
451,126,952,2023-12-05 07:46:29,94,9193.17
452,498,926,2022-09-24 16:01:03,99,9464.73
453,372,491,2021-04-12 04:28:46,7,5393.4
454,192,211,2023-03-22 12:17:05,74,6194.49
455,411,24,2021-01-30 10:48:49,94,3355.15
456,4,330,2023-04-15 15:25:01,33,8008.74
457,247,4,2022-07-14 23:14:40,57,5647.42
458,230,447,2022-01-30 23:14:47,6,2628.09
459,184,699,2023-03-17 21:37:39,62,2562.15
460,377,604,2023-02-25 19:21:59,51,3764.74
461,394,212,2022-05-29 03:14:29,48,2638.71
462,190,802,2021-09-08 09:28:58,94,278.38
463,35,506,2022-10-22 05:24:24,92,4603.01
464,151,599,2022-05-26 02:33:35,56,1606.3
465,495,843,2022-01-22 08:38:35,90,1017.02
466,215,92,2021-05-13 16:34:32,72,1114.68
467,307,585,2022-11-15 21:25:26,100,8524.14
468,392,107,2021-02-17 00:34:57,57,4430.78
469,353,284,2023-10-03 03:42:59,82,5516.94
470,176,895,2021-06-01 02:44:28,83,3686.46
471,94,,2023-09-04 11:09:31,19,6878.8
472,437,417,2022-07-27 21:12:17,54,4872.07
473,331,131,2021-03-08 23:43:26,15,4844.03
474,199,724,2022-05-08 21:45:50,28,1936.2
475,227,291,2022-09-20 14:06:25,4,9127.87
476,316,195,2021-06-12 22:29:55,22,8770.66
477,417,708,2023-06-28 10:54:57,72,6344.7
478,209,31,2021-09-18 20:36:40,16,1670.07
479,188,767,2023-09-14 01:14:25,49,1658.29
480,16,756,2023-12-27 05:09:40,84,3574.51
481,195,185,2021-05-22 06:46:59,68,7883.25
482,140,443,2022-10-14 00:16:34,68,7825.08
483,92,562,2023-05-06 19:10:54,61,1296.48
484,31,224,2022-10-26 08:42:24,51,9071.67
485,469,712,2021-06-22 20:32:33,95,6057.35
486,8,971,2022-10-24 10:08:58,99,2522.07
487,111,383,2022-08-14 12:56:11,6,3909.02
488,474,691,2021-10-15 05:57:46,47,2584.54
489,132,57,2022-09-08 10:23:05,47,145.32
490,461,684,2021-04-29 21:04:24,23,9966.03
491,181,146,2022-10-21 13:29:49,60,1244.23
492,320,407,2022-05-20 18:15:10,51,3681.59
493,104,955,2023-06-20 17:45:27,17,7891.94
494,19,965,2022-10-14 15:33:39,32,1467.73
495,203,,2021-08-16 22:34:33,65,941.42
496,311,403,2022-05-08 04:04:49,79,6764.9
497,402,103,2021-12-18 22:23:36,42,9884.54
498,12,392,2022-08-19 13:16:20,14,9499.87
499,259,817,2023-02-25 06:52:32,45,9917.41
500,409,307,2022-09-18 14:00:39,23,4901.28
501,374,61,2021-11-08 19:27:58,77,1510.94
502,157,278,2021-05-26 16:41:00,82,8059.94
503,18,234,2021-10-20 02:47:49,83,7592.03
504,432,144,2022-05-09 19:32:37,80,7998.65
505,492,389,2021-01-06 06:50:19,8,4961.85
506,21,591,2023-02-01 10:39:47,92,8226.53
507,485,938,2023-12-30 05:07:19,42,3843.56
508,474,677,2022-08-10 02:40:29,94,6870.87
509,362,176,2022-10-13 22:49:51,44,5425.3
510,439,329,2023-11-13 00:55:38,91,8621.02
511,174,783,2022-09-01 03:19:51,98,7191.74
512,499,224,2023-03-04 03:55:33,100,5790.42
513,95,521,2023-01-28 08:30:53,21,284.8
514,392,62,2022-11-07 04:38:24,71,7280.56
515,450,374,2021-07-18 01:46:18,20,3704.07
516,228,,2022-12-03 02:49:35,19,7775.26
517,152,963,2022-05-22 08:21:30,36,9184.34
518,230,423,2022-02-17 16:50:06,80,216.34
519,346,28,2021-09-12 15:05:01,78,6860.96
520,404,243,2023-11-22 03:58:26,64,2062.08
521,214,75,2023-06-09 08:48:41,12,4508.65
522,151,381,2023-05-04 12:26:14,49,7940.55
523,41,676,2021-12-26 09:36:08,3,6605.62
524,356,166,2023-10-14 08:23:12,75,6332.14
525,78,500,2021-10-02 01:57:24,98,3837.42
526,265,854,2021-04-27 08:23:35,63,2111.64
527,365,757,2022-08-18 15:53:44,88,2781.24
528,442,554,2021-10-09 04:57:21,94,3536.18
529,37,101,2023-01-05 20:34:59,64,5552.42
530,476,728,2021-09-28 00:39:59,99,4016.24
531,17,556,2021-11-14 17:44:16,94,242.27
532,363,794,2022-04-21 05:28:18,89,3810.71
533,272,100,2023-10-26 08:09:32,87,2182.76
534,288,918,2022-08-27 22:21:24,49,8490.86
535,21,492,2021-08-27 15:15:09,95,7621.94
536,466,534,2021-09-12 18:04:05,1,9401.58
537,142,371,2023-09-15 20:36:21,79,722.53
538,62,480,2021-03-17 11:28:35,42,2312.7
